Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Classification_LoadingAdded,HermiT_Classification_LoadingAdded,JFact_Classification_LoadingAdded,Konclude_Classification_LoadingAdded,Openllet_Classification_LoadingAdded,Pellet_Classification_LoadingAdded,KoncludeCLI_Classification_LoadingAdded
ore_ont_290.owl,3041,1166,10338,6764,4196,2186,382,33,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,126.9444,2.8213,0.0551,6.3418,,0.2539,0.0453,0.1744,0.0562,0.2619,0.1119,,0.1003999999999999,127.11880000000001,2.8775,0.317,6.4537,,0.2539
ore_ont_7014.owl,3535,1226,10640,6769,4842,1740,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0844,61.5785,3.399,0.0383,9.8308,,0.2398,0.0558,0.1799,0.0674,0.2593,0.1195,,0.1402,61.7584,3.4664,0.2976,9.9503,,0.2398
ore_ont_7237.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0776999999999999,53.639,3.4147,0.0379,9.5211,,0.2434,0.0538999999999999,0.1809,0.0586,0.2497,0.1281,,0.1315999999999998,53.819900000000004,3.4733,0.2876,9.6492,,0.2434
ore_ont_770.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0817,53.9426,3.4785,0.0377,9.4479,,0.2405,0.0525,0.1732,0.0555,0.2519,0.1244,,0.13419999999999999,54.1158,3.534,0.2896,9.5723,,0.2405
ore_ont_7025.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0863,53.2834,3.4215,0.038,10.1613,,0.243,0.0464,0.1808,0.0586999999999999,0.2521,0.1163,,0.13269999999999998,53.4642,3.4802,0.29009999999999997,10.277600000000001,,0.243
ore_ont_16822.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0779,55.116,3.5645,0.0381,9.9871,,0.2409,0.047,0.1854,0.0593,0.2572,0.1218,,0.1249,55.3014,3.6237999999999997,0.2953,10.1089,,0.2409
ore_ont_7537.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0762999999999999,54.9808,3.4151,0.0376,9.7016,,0.2418,0.0546,0.1848999999999999,0.0615,0.2618,0.1234,,0.1308999999999999,55.1657,3.4766,0.2994,9.825,,0.2418
ore_ont_8417.owl,3576,1226,10665,6754,4881,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756,64.1424,3.3636,0.0395,9.3004,,0.2428,0.0501,0.1719,0.056,0.2536,0.1144,0.1046,0.1257,64.31429999999999,3.4196,0.29309999999999997,9.4148,,0.2428
ore_ont_1517.owl,3068,1135,10353,6754,4219,2159,376,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,106.9252,2.7982,0.0519,5.975,,0.2608,0.0519,0.1769,0.0607,0.2622,0.1251,,0.1075,107.10210000000001,2.8589,0.3141,6.100099999999999,,0.2608
ore_ont_7944.owl,3544,1226,10663,6783,4851,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766999999999999,54.4961,3.2664,0.0383,10.0235,,0.2416,0.0449,0.1797,0.0572,0.2515,0.1277,,0.1215999999999999,54.675799999999995,3.3236,0.2898,10.151200000000001,,0.2416
ore_ont_14906.owl,3568,1226,10664,6760,4887,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0831,60.1434,3.497,0.0388,11.8342,,0.2416,0.0438,0.1853,0.0545,0.2506,0.1273,0.1075,0.12689999999999999,60.3287,3.5515,0.2894,11.9615,,0.2416
ore_ont_5398.owl,3546,1226,10672,6790,4858,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761999999999999,55.295,3.2094,0.0389,11.9686,,0.2415,0.0514,0.1816,0.066,0.2524,0.1286,,0.1275999999999999,55.476600000000005,3.2754,0.2913,12.0972,,0.2415
ore_ont_336.owl,3587,1231,10691,6768,4901,1680,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0765,60.8949,3.2912,0.0388,11.5152,,0.2424,0.0432,0.1804,0.0651,0.2573,0.1183,0.1132,0.1197,61.0753,3.3563,0.2961,11.6335,,0.2424
ore_ont_7079.owl,3571,1226,10709,6802,4880,1735,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0817,62.805,3.4577,0.0391,10.2326,,0.2442,0.0545,0.182,0.0626,0.2606,0.1133,,0.1362,62.987,3.5203,0.2997,10.3459,,0.2442
ore_ont_6504.owl,3528,1226,10668,6803,4842,1774,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766999999999999,61.5962,3.2657,0.0384,11.6297,,0.2421,0.0476,0.1783,0.0644,0.2551,0.1183,0.1177,0.1242999999999999,61.7745,3.3301,0.2935,11.748,,0.2421
ore_ont_10173.owl,3021,1173,10391,6838,4165,2297,376,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0603,118.2326,2.8702,0.0558,6.7797,,0.2641,0.0473,0.1765,0.0566,0.2643,0.1271,,0.1076,118.40910000000001,2.9268,0.3201,6.9068000000000005,,0.2641
ore_ont_9534.owl,3052,1177,10383,6801,4206,2220,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0583,123.2966,2.7355,0.0554,6.8684,,0.2621,0.0443,0.175,0.0618,0.2593,0.1226,,0.1026,123.4716,2.7973,0.3147,6.9910000000000005,,0.2621
ore_ont_2700.owl,3551,1262,10684,6792,4866,1739,187,29,313,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761,60.568,3.2751,0.0386,9.8971,,0.2384,0.0472,0.1856,0.0697,0.2546,0.117,0.1068,0.12329999999999999,60.7536,3.3448,0.2932,10.014100000000001,,0.2384
ore_ont_14286.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0989,0.3978,6.518,0.0168,0.1014,0.0914,0.2074,0.0723,0.1371,0.0759,0.3273999999999999,0.0817,0.0795,0.17120000000000002,0.5348999999999999,6.5939,0.3441999999999999,0.18309999999999998,0.1709,0.2074
ore_ont_2213.owl,3016,1190,10420,6869,4165,2321,383,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0619,133.15800000000002,2.8877,0.0544,6.7201,,0.2612,0.0503,0.1754,0.0623,0.2739999999999999,0.124,,0.1122,133.3334,2.95,0.3283999999999999,6.8441,,0.2612
ore_ont_3050.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0565,125.0091,2.5712,0.0533,6.5546,,0.257,0.0507,0.1792,0.0601,0.262,0.1192999999999999,,0.1072,125.1883,2.6313,0.3153,6.6739,,0.257
ore_ont_12418.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0595,124.2351,2.7283,0.0512,7.6388,,0.2538,0.0447,0.1858,0.0516,0.2749,0.1219,,0.10419999999999999,124.4209,2.7799,0.3261,7.7607,,0.2538
ore_ont_3905.owl,3736,1266,11004,6764,4349,1947,468,0,505,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1605,0.7282,3.1315,0.0232,0.9236,0.5673,0.2003,0.0519,0.1729,0.0634,0.239,0.1178,0.109,0.2124,0.9011,3.1949,0.2622,1.0413999999999999,0.6763,0.2003
ore_ont_1340.owl,3718,1289,11014,6786,4323,1977,486,0,511,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1644,0.7535,3.0657,0.0241,0.8327,0.5841000000000001,0.2009,0.0536,0.1676,0.0688,0.2441,0.1257,0.1076,0.218,0.9210999999999999,3.1345,0.2682,0.9584,0.6917000000000001,0.2009
ore_ont_11989.owl,3010,1135,10359,6820,4150,2295,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0615,107.0242,2.7122,0.0539,6.1845,,0.2536,0.0516999999999999,0.1722,0.053,0.2794,0.1188,,0.1131999999999999,107.1964,2.7652,0.3333,6.3033,,0.2536
ore_ont_12468.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0648,111.1843,2.8291,0.054,6.5543,,0.2554,0.0508,0.1664,0.0527,0.2643999999999999,0.1174,,0.1156,111.35069999999999,2.8818,0.3183999999999999,6.6716999999999995,,0.2554
ore_ont_14452.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0639,114.8514,2.6764,0.0563,6.2496,,0.2535,0.0544,0.1843,0.0594,0.2697,0.1156,,0.11829999999999999,115.03569999999999,2.7358000000000002,0.326,6.3652,,0.2535
ore_ont_13674.owl,3005,1152,10388,6851,4150,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0562,131.1934,2.5902,0.0557,6.2947,,0.2498,0.0471,0.1708,0.0601,0.2662,0.1278,,0.1033,131.3642,2.6502999999999997,0.32189999999999996,6.422499999999999,,0.2498
ore_ont_6111.owl,3897,0,11200,7180,7025,0,155,25,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.4831,5.9371,4.7517,0.1604,,,0.3064,0.0389,0.2333,0.0485,0.2017999999999999,0.1713,0.2149,1.522,6.1704,4.800199999999999,0.36219999999999986,,,0.3064
ore_ont_980.owl,3545,1264,10763,6882,4854,1841,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0776999999999999,67.1238,3.4668,0.0396,10.4469,,0.2401,0.0476,0.1803,0.0645,0.2635,0.1267,,0.1252999999999999,67.3041,3.5313,0.30310000000000004,10.573599999999999,,0.2401
ore_ont_16642.owl,3596,1226,10790,6858,4910,1761,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0768,65.46289999999999,3.2476,0.0394,10.2293,,0.2381,0.054,0.1796,0.0676,0.2606,0.1278999999999999,,0.1308,65.64249999999998,3.3152,0.3,10.3572,,0.2381
ore_ont_15796.owl,2992,1152,10408,6884,4130,2372,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0614,126.4019,2.6521,0.0535,6.7266,,0.2548,0.0453,0.1741,0.0641,0.2671,0.1188999999999999,,0.1067,126.576,2.7161999999999997,0.3206,6.8455,,0.2548
ore_ont_148.owl,3064,1190,10495,6897,4222,2291,384,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0572,130.7278,2.7014,0.0557,6.9743,,0.2552,0.0455,0.1904,0.0537,0.2698,0.1286,,0.1027,130.9182,2.7551,0.3255,7.1029,,0.2552
ore_ont_9896.owl,2393,0,14473,12076,3684,8389,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5695,0.3987,9.4319,0.0151,0.2504,0.2082,0.2143,0.0563,0.13,0.0739,0.3471,0.0794,0.0692,0.6258,0.5287,9.5058,0.3622,0.3298,0.2774,0.2143
ore_ont_3771.owl,2231,426,5324,3093,2622,471,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0077,0.2448,0.1409,0.012,0.1165,0.0838,0.1109,0.0247,0.0996,0.0371,0.1148,0.0735,0.056,0.0324,0.3444,0.178,0.1268,0.19,0.1398,0.1109
ore_ont_8322.owl,3029,1199,10517,6955,4184,2389,382,32,502,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0594,146.7256,2.7937,0.0527,7.1175,,0.2614,0.0503,0.1826,0.0562,0.2794999999999999,0.1174,,0.10969999999999999,146.9082,2.8499,0.33219999999999994,7.2349,,0.2614
ore_ont_14767.owl,3539,1226,10781,6905,4845,1873,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0737,64.9254,3.4462,0.0383,10.3586,,0.2418,0.0482999999999999,0.1797,0.053,0.2666,0.1171,,0.1219999999999999,65.1051,3.4992,0.3049,10.4757,,0.2418
ore_ont_891.owl,3539,1226,10783,6907,4845,1875,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756999999999999,65.149,3.6156,0.038,9.83,,0.2405,0.0484,0.18,0.0576,0.2669,0.1193,,0.1240999999999999,65.32900000000001,3.6732,0.3049,9.949300000000001,,0.2405
ore_ont_1970.owl,9987,0,15106,5119,5119,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0295,0.8077,0.4827,0.0384,0.0755,0.0589,0.2456,0.0745,0.2368,0.0854,0.1735,0.1436,0.1086,0.104,1.0445,0.5681,0.21189999999999998,0.21910000000000002,0.1675,0.2456
ore_ont_15692.owl,3535,1226,10825,6954,4839,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0835,66.2141,3.2346,0.041,9.443,,0.245,0.0554,0.1852,0.055,0.2642,0.1224,,0.1389,66.3993,3.2896,0.30519999999999997,9.5654,,0.245
ore_ont_10892.owl,3535,1226,10826,6955,4840,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0802,66.5527,3.3526,0.0401,10.2596,,0.2433,0.0463,0.1863,0.0572,0.2743,0.1222,,0.1265,66.739,3.4097999999999997,0.3144,10.3818,,0.2433
ore_ont_4423.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0751,66.8724,3.3268,0.0393,10.0135,,0.2435,0.0545,0.1819,0.0566,0.2723,0.1167,,0.1296,67.0543,3.3834,0.3116,10.1302,,0.2435
ore_ont_1062.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761,66.8366,3.396,0.039,10.0871,,0.246,0.0459,0.1722,0.064,0.2649,0.1144,,0.122,67.00880000000001,3.46,0.3039,10.2015,,0.246
ore_ont_12432.owl,2748,0,8140,4979,4330,0,649,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7493,10.884,,0.1674,,,0.3315,0.0385,0.3121,0.0433,0.2467,0.1027,0.1158,2.7878,11.1961,,0.4141,,,0.3315
ore_ont_14367.owl,3008,1220,10650,7111,4152,2584,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0716,231.2829,3.0766,0.0571,7.6431,,0.2711,0.0483,0.1842,0.0606,0.283,0.1291,,0.1199,231.46710000000002,3.1372,0.34009999999999996,7.7722,,0.2711
ore_ont_6483.owl,4393,1285,11642,6929,5099,1518,312,0,321,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1986,0.6524,3.6756,0.0318,0.7276,0.6525,0.2179,0.0543,0.1879,0.0733,0.2302,0.1317,0.1126,0.2529,0.8403,3.7489000000000003,0.262,0.8593000000000001,0.7651,0.2179
ore_ont_12039.owl,3209,1154,10703,6956,4386,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0575,138.0972,2.9852,0.055,6.3186,,0.2636,0.0554,0.2082,0.0504999999999999,0.2796,0.1258,,0.1129,138.3054,3.0357,0.3346,6.4444,,0.2636
ore_ont_7569.owl,3554,1226,10857,6966,4864,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0757999999999999,68.1255,3.5336,0.0399,10.6206,,0.2527,0.0458,0.1951999999999999,0.0605,0.2735,0.1265,,0.1215999999999999,68.3207,3.5941,0.3134,10.7471,,0.2527
ore_ont_8688.owl,3003,1237,10679,7142,4152,2608,382,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0773,241.2704,3.261,0.0545,7.9926,,0.2748,0.0453999999999999,0.2037,0.0609,0.2883,0.137,,0.12269999999999989,241.4741,3.3219000000000003,0.3428,8.1296,,0.2748
ore_ont_10270.owl,3188,1151,10666,6934,4377,2179,378,33,512,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0567,117.0928,2.9588,0.0549,6.3286,,0.267,0.0481,0.1828,0.0553,0.2688,0.1187,,0.1048,117.2756,3.0141,0.3237,6.447299999999999,,0.267
ore_ont_2360.owl,3241,1137,10728,6952,4413,2162,377,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0613,118.5449,3.022,0.056,6.3167,,0.265,0.049,0.1835,0.0594,0.2695,0.1149,,0.11030000000000001,118.7284,3.0814,0.3255,6.4315999999999995,,0.265
ore_ont_6892.owl,3227,1137,10721,6958,4419,2162,377,33,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,122.1585,2.8774,0.0525,6.2303,,0.2643,0.0417,0.1956999999999999,0.0594,0.2816,0.1214,,0.0986,122.3542,2.9368000000000003,0.3341,6.3517,,0.2643
ore_ont_14294.owl,3236,1154,10757,6983,4413,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0626,149.56900000000002,3.1563,0.0567,6.3906,,0.2681,0.0521,0.1911,0.0542,0.2809,0.1238,,0.1147,149.76010000000002,3.2104999999999997,0.3376,6.5144,,0.2681
ore_ont_7015.owl,2356,963,15949,13590,2484,11106,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.102,0.2984,3.4665,0.011,0.0617,0.0586,0.2294,0.0647,0.1438,0.0931,0.3544,0.0912,0.0886,0.1667,0.44220000000000004,3.5596,0.3654,0.1529,0.1472,0.2294
ore_ont_13078.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2713,0.4684999999999999,5.5688,0.0118,5.839,4.5409,0.1857,0.0483,0.1539,0.0586,0.3091,0.1214,0.1001,0.3196,0.6224,5.627400000000001,0.32089999999999996,5.960400000000001,4.641,0.1857
ore_ont_7188.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2675,0.437,5.5264,0.0115,6.3654,5.0534,0.1856,0.0471,0.1623,0.062,0.3059,0.1227,0.0969,0.3146,0.5992999999999999,5.5884,0.3174,6.4881,5.1503,0.1856
ore_ont_6535.owl,3263,1137,10777,6977,4458,2140,379,32,506,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0572,118.3396,2.9578,0.0575,6.4533,,0.2657,0.0443,0.1925,0.0596,0.2744,0.1352,,0.1015,118.5321,3.0174000000000003,0.3319,6.5885,,0.2657
ore_ont_6443.owl,4399,1303,11712,6991,5107,1572,312,0,323,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.2118,0.6597,3.7221,0.0294,0.8069,0.6418,0.2233,0.044,0.19,0.0679,0.2376,0.1333,0.1032,0.25579999999999997,0.8496999999999999,3.79,0.267,0.9401999999999999,0.745,0.2233
ore_ont_15013.owl,3304,6104,14851,11547,5442,6104,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1002,0.4375,7.6605,0.0193,0.6218,0.5255,0.2038,0.0671,0.1959,0.0907,0.3111,0.1482,0.1144,0.1673,0.6334,7.7512,0.33039999999999997,0.77,0.6398999999999999,0.2038
ore_ont_3177.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0196,0.7051000000000001,0.2556,0.0368,0.12,0.0999,0.2321,0.0613,0.2073,0.0701,0.2139,0.1205,0.116,0.0809,0.9124000000000001,0.3257,0.25070000000000003,0.2405,0.2159,0.2321
ore_ont_5792.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0192,0.6656,0.2556,0.0367,0.1141,0.1046,0.2329,0.0670999999999999,0.2004,0.0733,0.2133,0.1365,0.1294,0.08629999999999989,0.866,0.32889999999999997,0.25,0.2506,0.23399999999999999,0.2329
ore_ont_12451.owl,3279,23,11290,7787,7456,63,265,8,219,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.5003,,,0.2273,0.0504999999999999,0.3741,0.0482,0.2844,0.165,0.191,,,,2.7847,,,0.2273
ore_ont_4587.owl,3544,1261,11085,7205,4853,2165,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0833,86.7977,3.7892,0.0384,11.7081,,0.2595,0.049,0.1866,0.0584,0.2831,0.1242,,0.1323,86.9843,3.8476,0.3215,11.8323,,0.2595
ore_ont_9429.owl,2638,89,12862,10143,9838,232,73,6,77,0,OWL2_DL - OWL2_FULL,OWL2_DL,26.6933,412.9853,93.6995,0.699,,,0.8967,0.0519,0.2991,0.0457,0.3112,0.3542,0.4242,26.7452,413.2844,93.7452,1.0102,,,0.8967
ore_ont_14450.owl,3991,1291,11582,7076,4609,1979,488,0,516,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1842,0.7687999999999999,3.261,0.0246,0.7191,0.6456999999999999,0.2084,0.0607,0.1853,0.0708,0.2438,0.1364,0.1082,0.2449,0.9541,3.3318000000000003,0.26839999999999997,0.8554999999999999,0.7538999999999999,0.2084
ore_ont_16303.owl,4220,151,12996,8622,8248,185,189,0,157,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.2682,1.4091,4.3683,0.0502,2.031,1.7988,0.2253,0.0535,0.1783,0.0616,0.2707,0.1468,0.1292,0.3217,1.5874,4.4299,0.3209,2.1778,1.928,0.2253
ore_ont_13336.owl,3731,1543,11471,7226,4338,2402,486,0,515,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1919,0.7522,3.5851,0.0232,0.6708,0.5911,0.2114,0.0447,0.1855,0.0676,0.2544,0.1241999999999999,0.0977,0.23659999999999998,0.9377,3.6527000000000003,0.2776,0.7949999999999998,0.6888,0.2114
ore_ont_12152.owl,3724,1290,11424,7173,4772,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2905,51.4576,4.5127,0.0539,60.9204,40.3032,0.2658,0.0451,0.1762,0.064,0.2813,0.1231,0.1044,0.3356,51.6338,4.5767,0.3352,61.0435,40.407599999999995,0.2658
ore_ont_330.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1298,0.286,6.4576,0.0127,0.3379,0.2079,0.2301,0.0749,0.1334,0.0843,0.3959,0.0658,0.0718,0.2047,0.4194,6.5419,0.40859999999999996,0.40369999999999995,0.2797,0.2301
ore_ont_3241.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1164,0.2892,6.2929,0.0122,0.2817,0.2063,0.2295,0.0731,0.1305,0.0988,0.3868,0.0644,0.0743,0.1895,0.4197,6.3917,0.39899999999999997,0.3461,0.2806,0.2295
ore_ont_10481.owl,3731,1290,11444,7186,4785,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2916999999999999,51.6378,4.2031,0.0541,65.5881,42.1719,0.2687,0.0662,0.1752,0.0653,0.2714,0.1272,0.0976,0.3578999999999999,51.812999999999995,4.2684,0.32549999999999996,65.7153,42.2695,0.2687
ore_ont_15224.owl,3897,0,10859,6951,6951,0,0,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0324,0.3994,0.4943,0.0246,0.0823,0.0579999999999999,0.1688,0.051,0.1666,0.0491,0.181,0.1038999999999999,0.0797,0.0834,0.566,0.5434,0.2056,0.1861999999999999,0.13769999999999988,0.1688
ore_ont_1555.owl,3555,3628,14372,10793,3589,7204,0,9,15,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.9455,0.4493,,0.0127,0.2954,0.2003,0.1981,0.0669,0.1761,0.0794,0.3133,0.1815,0.1169,1.0124,0.6254,,0.326,0.4769,0.31720000000000004,0.1981
ore_ont_16759.owl,3732,1267,11621,7368,4776,2139,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3055,55.8198,4.4641,0.0545,61.2746,43.6532,0.2778,0.0613,0.1752999999999999,0.0657,0.2874,0.1268,0.1127,0.3668,55.9951,4.5298,0.3419,61.4014,43.765899999999995,0.2778
ore_ont_16124.owl,3729,1272,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3091,54.7255,4.4302,0.0543,59.5344,41.3878,0.2756,0.0517,0.1738,0.0642,0.2797,0.1241,0.1052,0.3608,54.8993,4.4944,0.334,59.6585,41.493,0.2756
ore_ont_260.owl,3729,1268,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3126,55.1221,4.4083,0.054,58.2805,44.4408,0.2771,0.0628,0.1763,0.0598,0.2799,0.1323,0.1055,0.37539999999999996,55.2984,4.4681,0.3339,58.412800000000004,44.5463,0.2771
ore_ont_6452.owl,3729,1272,11636,7387,4773,2161,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3104,55.7852,4.4538,0.0544,59.8885,42.6376,0.2774,0.0504,0.1785,0.0655,0.2804,0.1212,0.0934,0.3608,55.9637,4.5193,0.3348,60.0097,42.731,0.2774
ore_ont_10242.owl,3724,1290,11673,7422,4770,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3,57.6715,4.2388,0.0546,62.9239,43.455,0.2793,0.0569,0.1878999999999999,0.0563,0.2824,0.1291,0.1085,0.3569,57.8594,4.295100000000001,0.33699999999999997,63.053000000000004,43.5635,0.2793
ore_ont_1469.owl,3723,1290,11673,7424,4772,2185,467,0,528,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2941999999999999,56.3412,4.3747,0.0552,61.9428,41.8606,0.2807,0.0532,0.1808,0.0675,0.2918,0.1243,0.1042,0.34739999999999993,56.522,4.4422,0.347,62.067099999999996,41.9648,0.2807
ore_ont_11124.owl,2375,7,15622,13212,5112,8085,15,0,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,,1.4323,,0.0389,,73.55300000000001,0.2566,0.0629,0.2053,0.0757,0.3651,0.0892,0.0954,,1.6376,,0.40399999999999997,,73.64840000000001,0.2566
ore_ont_1533.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3021999999999999,57.415,4.5332,0.0542,62.9803,44.9737,0.2822,0.0513,0.174,0.0662,0.2764,0.1257,0.098,0.3534999999999999,57.589,4.5994,0.3306,63.106,45.0717,0.2822
ore_ont_13621.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3087,56.9567,4.6081,0.0548,63.9102,42.0674,0.2803,0.0501,0.1753,0.055,0.2879,0.1252,0.099,0.35879999999999995,57.132,4.6631,0.3427,64.03540000000001,42.166399999999996,0.2803
ore_ont_14194.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3067,57.9201,4.451,0.0542,64.1671,42.8701,0.282,0.0653,0.177,0.0621,0.2888,0.1196,0.095,0.372,58.0971,4.5131,0.34299999999999997,64.28670000000001,42.9651,0.282
