Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading
ore_ont_11629.owl,6357,0,21244,14725,14565,0,160,0,162,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0807,0.8523000000000001,0.0768,0.7011000000000001,0.4289,0.4669
ore_ont_9855.owl,6361,0,21256,14732,14572,0,160,0,163,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0862,0.8554,0.0766,0.7098,0.44,0.4671
ore_ont_9513.owl,25159,0,44839,19680,19680,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.148,0.4777,0.1767,0.4953,0.3361,0.2707
ore_ont_1743.owl,7236,15660,35675,28434,12774,15660,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1389999999999999,0.4153,0.1985,0.7632,0.3691,0.2933
ore_ont_6608.owl,8008,0,31385,23338,23295,0,43,0,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1047,0.6149,0.0999,0.7471,0.3203,0.3569
ore_ont_1028.owl,7335,0,30715,23297,23221,0,76,0,83,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0975999999999999,0.9438,0.1004,0.8333,0.3398,0.4054
ore_ont_6433.owl,15960,0,32342,16382,16382,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.1044,0.3589,0.1267,0.4091,0.2501,0.2109
ore_ont_15178.owl,19192,0,32270,13077,13077,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1198,0.3918,0.1569,0.5047,0.2986,0.2
ore_ont_5368.owl,6104,6101,30571,24449,6148,18301,0,15,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1129,0.3008,0.1206,0.7417,0.3221,0.2872
ore_ont_12802.owl,16206,0,30754,14547,14547,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1042,0.3378,0.1211,0.5137,0.2374,0.1949
ore_ont_2020.owl,8008,0,31357,23297,23273,0,24,0,52,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1043999999999999,0.5,0.1003,0.7023,0.3322,0.3407
ore_ont_12698.owl,15571,2,40740,25130,25090,2,38,0,39,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.126,0.594,0.153,0.7314999999999999,0.3569,0.3017
ore_ont_9151.owl,7647,7608,37197,28657,15988,12133,536,66,828,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1278999999999999,0.4939,0.1618,1.1499,0.4206,
ore_ont_16420.owl,7731,7728,37833,29187,16266,12363,558,67,849,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1604,0.5137,0.177,1.2853,0.419,
ore_ont_7226.owl,179,9053,25060,24783,313,24379,91,0,100,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0808,0.1515,0.1059,0.8091,0.2173999999999999,0.191
ore_ont_9577.owl,7782,7805,38329,29607,16481,12551,575,69,872,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1396,0.5269,0.1719,1.2170999999999998,0.4304,
ore_ont_4235.owl,24423,0,48845,24422,24422,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.1501,0.5496,0.1871,0.5624,0.3512,0.2754
ore_ont_13122.owl,7120,0,24406,17285,17283,0,2,0,1,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0767,0.2978,0.0697,0.5700000000000001,0.6358,0.6756
ore_ont_13752.owl,7124,0,24412,17287,17285,0,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0775,0.3016999999999999,0.0797,0.5588,0.6592,0.6505
ore_ont_5438.owl,9733,0,32280,22363,22274,0,89,0,184,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1183,0.6141,0.1155,0.8477,0.4601,0.4593
ore_ont_4570.owl,6995,0,29897,22863,22847,0,16,0,39,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1021,0.7291,0.0924,0.8068,0.2583,0.2695
ore_ont_4775.owl,435,5180,27199,26744,773,25965,6,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0902,0.2455999999999999,0.0801,1.1259,0.19,0.1715
ore_ont_11081.owl,8729,0,35972,27205,27189,0,16,0,39,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1072,0.531,0.1126,0.8066,0.2913,0.3145
ore_ont_2142.owl,5113,145,36961,31681,31288,216,177,0,170,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1462,0.7921,0.1106,1.5769,0.2683,0.2953
ore_ont_589.owl,19136,0,38518,19382,19382,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.119,0.4325,0.1602,0.4927,0.283,0.2495
ore_ont_8377.owl,9166,3,56648,47481,11177,36303,1,0,1,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.2272,0.3419,0.2536,1.2323,0.1947,0.2086
ore_ont_13052.owl,8223,4666,36789,28536,13270,15265,1,28,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1445,0.4344,0.1442999999999999,2.5822,0.4276,0.3721
ore_ont_2491.owl,17935,0,35886,17942,17934,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1261,0.4051,0.1443,0.6175999999999999,0.3143,0.2029
ore_ont_9739.owl,8022,22,46166,38119,16014,22079,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1628,0.5516,0.1872,1.1335,0.3151,0.292
ore_ont_239.owl,8022,22,46166,38119,16014,22079,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1645,0.5453,0.2115,1.1364,0.3154,0.2919
ore_ont_7536.owl,19444,0,41169,21723,21721,0,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1485,0.545,0.1684,0.7832,0.3398,0.2862
ore_ont_12221.owl,19448,0,41174,21725,21723,0,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1548,0.531,0.1773,0.7715,0.3441,0.2922
ore_ont_5188.owl,17986,0,35921,17934,17934,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1184,0.3954,0.1448,0.6242,0.2845,0.2276
ore_ont_7716.owl,17268,0,42908,25634,25634,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1549,0.5071,0.1593,0.7327,0.3492,0.2768
ore_ont_2397.owl,9861,0,34771,24749,24678,0,71,0,162,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1047,0.4021,0.1077,0.77,0.6206,0.5911
ore_ont_8441.owl,7802,22,50419,42596,19450,23122,24,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1814,0.4049,0.1895,1.1564,0.2966,0.3527
ore_ont_7174.owl,7802,22,50419,42596,19450,23122,24,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2108,0.3953,0.2161,1.1596,0.2939,0.3581
ore_ont_15733.owl,7802,22,50419,42596,19450,23122,24,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1874,0.4180999999999999,0.203,1.1653,0.2885,0.3327
ore_ont_2661.owl,35316,0,55705,20389,20389,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.1958,0.6048,0.2514,0.5896,0.4511,0.3356
ore_ont_12330.owl,25511,0,51797,26279,26273,0,6,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1714,0.9011,0.2263,0.7811,0.4973,0.5816
ore_ont_2627.owl,39430,0,60393,20963,20963,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2209,0.8465,0.3094,0.6421,0.5126000000000001,0.3501
ore_ont_12486.owl,29711,0,59411,29701,29701,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.204,0.6662,0.2223,0.6933,0.4405,0.3557
ore_ont_8712.owl,19885,0,39786,19892,19884,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1427,0.4651,0.1688,0.6844,0.3429,0.2433
ore_ont_1954.owl,6993,7860,23125,16132,8272,7860,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.101,0.2794,0.1199,0.4713,0.2676,0.1962
ore_ont_1212.owl,119,33665,41020,40885,123,40757,5,0,17,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.1848,0.435,0.2734,1.0483,0.5435,0.4502
ore_ont_12839.owl,39061,0,60220,21159,21159,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2282,0.8523000000000001,0.3237,0.646,0.5105999999999999,0.3652
ore_ont_11282.owl,30810,653,61623,30804,30143,653,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2124,0.7797999999999999,0.3382,0.7599,0.5197,0.3885
ore_ont_12792.owl,11661,9,56854,45164,18028,27127,9,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2011,0.4637,0.2377,1.1978,0.2764,0.2739
ore_ont_7706.owl,11596,9,56766,45144,18148,26987,9,0,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2074,0.4701,0.2454,1.2072,0.2799999999999999,0.2539
ore_ont_13071.owl,25648,0,52111,26455,26449,0,6,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1783,0.9261,0.2299,0.8230000000000001,0.5065,0.5948
ore_ont_11553.owl,12454,39,41399,28760,28458,39,263,0,187,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1568,6.9479,0.1504,1.4037,0.6056,0.7339
ore_ont_15074.owl,1159,0,21617,20442,20302,128,12,3,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0847,0.3381,0.0439,0.7061999999999999,0.9824,0.9769
ore_ont_16542.owl,2622,12573,43149,40482,2876,37582,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1609,0.3488,0.1665,1.6801,0.4514,0.3927
ore_ont_14223.owl,8026,22079,48323,40267,18158,22079,30,0,31,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.2051,0.5162,0.2552999999999999,1.0709,0.5474,0.5077
ore_ont_7178.owl,30731,0,46736,16004,16004,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1863,0.5102,0.2339999999999999,0.671,0.3925,0.325
ore_ont_15790.owl,34944,0,56251,21307,21307,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2001,0.5942000000000001,0.2767,0.5832,0.4634,0.3637
ore_ont_16853.owl,214,11060,46721,44340,2372,40761,1207,1024,1144,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1656,0.3406,0.1646,1.3416,0.5061,0.4397
ore_ont_11085.owl,22643,9486,57551,33151,22831,9486,834,0,1758,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.201,0.7249,0.3012,1.3939,1.695,1.8587
ore_ont_14380.owl,13814,9,59804,45956,19800,26146,10,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2106,0.5751,0.2932,1.2373,0.322,0.3296
ore_ont_5815.owl,22258,0,42143,19884,19884,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1512,0.4744,0.1764,0.6976,0.3327,0.2633
ore_ont_12194.owl,19136,0,38518,19382,19382,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.118,0.4254,0.15,0.5165,0.3034,0.2439
ore_ont_11426.owl,7807,23122,50436,42604,19449,23122,33,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2261,0.5616,0.3132,1.1374,0.5856,0.4581
ore_ont_13665.owl,12318,0,45191,32874,32874,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1263999999999999,0.451,0.1145,0.731,0.2762,0.2877
ore_ont_12452.owl,9170,36303,56653,47483,11179,36303,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2386,0.6255999999999999,0.3609,1.2643,0.6138,0.4044
ore_ont_3255.owl,369,6768,35342,34951,658,34287,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1013,0.2747,0.0873,1.523,0.2578,0.2578
ore_ont_9694.owl,2624,12573,43173,40504,2898,37582,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1572,0.3056,0.1638,1.8326,0.4765999999999999,0.3782
ore_ont_14897.owl,4274,3,64436,60111,11310,48772,29,0,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2836,0.6164000000000001,0.3476,1.8165,0.2255,0.2499
ore_ont_1330.owl,8654,22079,51392,42709,20595,22079,35,0,31,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2021,0.6715,0.2727,1.3096,0.5839,0.4568
ore_ont_2105.owl,7224,0,38440,31215,31215,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1194,0.4033,0.0867,1.0504,0.3034,0.2726
ore_ont_7300.owl,42892,0,66966,24074,24074,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.255,0.9527,0.3453,0.8139000000000001,0.5887,0.3732
ore_ont_16687.owl,32324,0,64637,32313,32313,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.1906,0.7278,0.2304,0.7944,0.4586,0.3638
ore_ont_12182.owl,55,2547,28766,28639,200,28430,9,31,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1091,0.1994,0.0521,1.245,0.264,0.2808
ore_ont_12992.owl,11708,27127,57300,45565,18429,27127,9,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.229,0.683,0.3746,1.3348,0.6452,0.4114
ore_ont_12149.owl,38590,0,77179,38589,38589,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2689,0.813,0.303,1.0039,0.6063000000000001,0.4722
ore_ont_7493.owl,38640,0,77279,38639,38639,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2443,0.8007,0.305,0.9963,0.5878,0.4651
ore_ont_14101.owl,13564,0,52353,38666,38544,0,122,0,124,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1687,0.8388,0.1647,1.1806,0.6508,0.6282
ore_ont_3237.owl,15111,0,53687,38571,38569,0,2,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.167,0.7938,0.1761,1.2068,0.5419,0.5
ore_ont_9684.owl,4443,3,69187,64693,12087,52577,29,0,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2656,0.6106,0.4014,1.86,0.2134,0.251
ore_ont_13964.owl,20569,0,47097,26527,26527,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1882,0.512,0.1684,0.9491,0.3616,0.2783
ore_ont_11695.owl,11786,0,49660,37753,37635,0,118,0,121,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1592,1.2437,0.1664,1.476,0.5882,0.6177
ore_ont_7204.owl,28649,0,59314,30657,30652,0,5,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1955,1.0381,0.2957,1.195,0.735,0.5712
ore_ont_6659.owl,17739,0,53139,35389,35386,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2082,0.7623,0.1905,1.4246,0.4614,0.3974
ore_ont_7831.owl,20569,0,47097,26527,26527,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1686,0.5323,0.1874,1.0073,0.3417,0.3116
ore_ont_1066.owl,13248,39,52233,38798,38497,39,262,0,188,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1785,5.4996,0.1812,1.7594,0.5586,0.6575
ore_ont_8470.owl,20413,0,54990,34484,34394,0,90,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1856,0.6466000000000001,0.1914,1.0464,0.4223,0.3605
ore_ont_4917.owl,13960,0,55418,41298,41219,0,79,0,161,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.196,0.7887,0.1843,1.3253,0.7281,0.684
ore_ont_16559.owl,7498,0,45314,37815,37815,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1541,0.4743,0.1009999999999999,1.2441,0.3618,0.3419
ore_ont_10391.owl,80,5935,33133,32959,162,32766,31,17,77,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.1243,0.1783,0.0737,1.3329,0.344,
ore_ont_13526.owl,78,5933,33133,32967,157,32780,30,15,73,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.1527,,0.0735,1.3493,0.3442,
ore_ont_9119.owl,13993,0,39016,25022,25022,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.1662,0.742,0.1581,1.3855,0.33,0.2778
ore_ont_840.owl,34297,0,82311,48014,48014,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2454,0.8281,0.2697,1.1338,0.684,0.5771
ore_ont_8480.owl,6929,24910,51555,44509,2537,41814,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2317,0.665,0.2824,5.3499,0.6347,0.4684
ore_ont_6310.owl,32918,0,65834,32917,32917,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.19,0.6914,0.2635,0.876,0.505,0.4272
ore_ont_13233.owl,7150,24910,52362,45046,2983,41831,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2376,0.6208,0.3308999999999999,4.0953,0.677,0.5191
ore_ont_1685.owl,271,13793,52310,51982,342,51637,3,34,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2069,,0.1492,1.6565,0.6042000000000001,
ore_ont_4049.owl,216,11758,61713,59261,4328,53737,1196,1078,1152,0,OWL2_DL,OWL2_DL,,,0.1612,2.0034,0.5478999999999999,
ore_ont_6444.owl,348,8294,43865,43495,612,42877,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1223,0.3023,0.1048,1.7506,0.2863,0.3135
ore_ont_14425.owl,12013,0,57851,45827,45827,0,0,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.162,0.6681,0.1488,1.3067,0.4324,0.4244
ore_ont_9318.owl,39433,0,81363,41930,41930,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,0.2492,0.8613000000000001,0.3203,1.0165,0.6825,0.5315
ore_ont_8388.owl,35196,0,72469,37266,37261,0,5,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2467,1.2217,0.3331,1.2474,0.8499,0.6996
ore_ont_13664.owl,37696,0,75378,37683,37683,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2334,0.7796,0.2942,0.888,0.5813,0.4595
ore_ont_15791.owl,80,13668,36118,35937,115,35759,63,0,102,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,0.1278,0.2318,0.1184,1.0606,0.3341,0.3575
ore_ont_11311.owl,8022,22,76021,67974,22769,45179,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3055,0.747,0.3928,1.8733,0.3482,0.4147
ore_ont_16703.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3637,0.4184,0.4845,1.9775,0.2115,0.2103
ore_ont_11597.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3643,0.4086,0.4558,1.9452,0.2105,0.2216
ore_ont_13359.owl,8804,6,92014,83209,9258,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3418,0.4248,0.4672,2.0528,0.2227,0.2301
ore_ont_7401.owl,31664,15412,70816,39143,23723,15412,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.285,1.1695,0.4531,1.4862,0.9395,0.6025
ore_ont_1833.owl,196,9903,43630,43219,790,42429,0,93,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1845,0.2875,0.1204,2.2196,0.5714,
ore_ont_9545.owl,23105,0,64139,41006,40983,0,23,0,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2044,0.7492,0.2424,1.21,0.5233,0.4469
ore_ont_1115.owl,9223,7,93964,84737,10610,74124,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3776,0.4429,0.4473,2.0507,0.2277,0.2613
ore_ont_16283.owl,23103,0,64132,41000,40977,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2035,0.7486999999999999,0.2078,1.2017,0.5179,0.4714
ore_ont_13103.owl,15122,0,61638,46295,46142,0,153,0,221,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.211,0.9805,0.2186,1.5138,0.8387,1.1218
ore_ont_14508.owl,29538,0,59055,29516,29516,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2089,0.6716,0.2161,1.0021,0.4947,0.3797
ore_ont_4006.owl,45468,0,90929,45461,45461,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2898,0.9186,0.3441,1.0763,0.6665,0.4914
ore_ont_11500.owl,26899,0,67934,41006,40983,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2269,0.7958,0.2505,1.2452,0.5375,0.4554
ore_ont_14375.owl,405,8626,48690,48262,806,47450,6,1,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1512,0.3283,0.1111,1.7278,0.3167,0.3865
ore_ont_6478.owl,9555,9,98241,88681,11056,77620,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3685,0.4569,0.5357,2.1302,0.2379,0.2562
ore_ont_12317.owl,50738,0,76123,25377,25369,0,8,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3147,0.8231,0.4651,1.1741,0.7034,0.473
ore_ont_11196.owl,15042,39,62640,47437,47183,39,215,0,163,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2412,4.3437,0.1941,1.8373,0.9633,1.1294
ore_ont_14776.owl,33603,0,67222,33610,33602,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2557,0.7518,0.2854,1.1874,0.5343,0.4071
ore_ont_1310.owl,41932,0,80730,38789,38781,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3045,0.9241,0.3988,1.2406,0.7461,0.4786
ore_ont_1082.owl,17737,0,68904,50943,50786,0,157,0,225,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2442,0.9734,0.2158,1.4723,1.1704,1.2191
ore_ont_15099.owl,33609,0,67212,33602,33602,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2308,0.7515000000000001,0.2422,1.1917,0.53,0.386
ore_ont_10006.owl,29610,18,77531,47804,47626,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2761,1.0765,0.3167999999999999,1.4334,0.6904,0.5579
ore_ont_2577.owl,29628,18,77549,47804,47644,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2766,1.0787,0.3106,1.4154,0.6941,0.5513
ore_ont_9347.owl,114,13356,56089,55829,368,55447,14,23,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2484,0.329,0.1377,1.7621,0.6544,0.6667
ore_ont_8432.owl,9737,9,104083,94341,11276,83060,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3979,0.459,0.5343,2.245,0.2579,0.2416
ore_ont_15388.owl,25440,0,74843,49394,49392,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2323,0.8447,0.2548,1.3352,0.7697999999999999,0.7304
ore_ont_6102.owl,987,11310,48702,47690,1396,46282,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1469,0.2911,0.1404,1.34,0.3797,0.363
ore_ont_4616.owl,32812,0,65126,32313,32313,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2401,0.7361,0.2484,1.1191,0.4974,0.4018
ore_ont_13684.owl,19266,26146,85123,65823,39664,26146,13,0,36,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3224,1.3934,0.483,1.7063,0.8896,0.6186
ore_ont_14909.owl,183,31274,56168,55840,373,55447,20,0,146,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.256,0.4893,0.3188,1.6135,0.6951,0.544
ore_ont_2632.owl,31839,18,76465,44509,44349,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2959,1.0856,0.3137999999999999,1.5103,0.7178,0.5386
ore_ont_15991.owl,346,10955,58250,57883,640,57237,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.184,0.3578,0.1417999999999999,2.0277,0.3948,0.436
ore_ont_1422.owl,20237,12,49263,28944,28923,21,0,35,48,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1842,0.6234,0.1891,0.8426,0.4981,
ore_ont_8634.owl,35575,0,102365,66781,66777,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3514,1.0559,0.3727,1.5905,0.8757,0.8025
ore_ont_11198.owl,35602,0,102424,66813,66809,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3495,1.1207,0.3781,1.5785,0.8625,0.7413
ore_ont_7455.owl,29849,18,91545,61530,61278,20,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3525,1.0423,0.3281,1.6596,0.7817,0.6206
ore_ont_13136.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.4849,0.9118,0.5012,2.7992,0.3708,0.4002
ore_ont_1634.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.4892,0.9194,0.581,2.7881,0.3398,0.4432
