Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Realization,HermiT_Realization,JFact_Realization,Konclude_Realization,Openllet_Realization,Pellet_Realization,KoncludeCLI_Realization,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Realization_LoadingAdded,HermiT_Realization_LoadingAdded,JFact_Realization_LoadingAdded,Konclude_Realization_LoadingAdded,Openllet_Realization_LoadingAdded,Pellet_Realization_LoadingAdded,KoncludeCLI_Realization_LoadingAdded
ore_ont_13591.owl,57,112320,223461,223372,233,223139,0,0,33,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,486.4676,6.2298,,0.9854,2.612,2.0883000000000003,6.0234,1.0026,1.7727,1.0289,6.6931,2.9119,2.5168,487.4702,8.0025,,7.6785000000000005,5.5239,4.6051,6.0234
ore_ont_5596.owl,60,112320,223492,223401,261,223139,1,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,392.4723,56.903,,0.996,5.4322,4.1862,6.0319,1.0257,1.7145,1.0796,6.6258,2.9425,2.5481,393.498,58.6175,,7.6218,8.3747,6.7343,6.0319
ore_ont_6682.owl,110717,40069,357057,246226,156921,89292,13,4,110,0,OWL2_DL - OWL2_FULL,OWL2_DL,823.3618,108.5927,,6.1812000000000005,,260.7158,12.8419,1.4869,13.8455,1.8824,9.8118,4.7399,4.3912,824.8487,122.4382,,15.993,,265.107,12.8419
ore_ont_3133.owl,1013,70849,377192,376154,2022,374126,6,1,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.1038999999999999,,,10.9477,1.2691,2.2655,1.0493,14.6526,3.1782,2.7996,,,,14.756499999999999,,,10.9477
ore_ont_12203.owl,889,73465,386344,385431,1644,383781,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.0654,,,10.8508,1.2901,2.4141,1.1208,14.4593,3.3064,2.8738,,,,14.524700000000001,,,10.8508
ore_ont_5475.owl,31853,470571,571749,539887,69316,470571,0,0,9,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,15.9142,,1.8298,13.3223,10.7424,13.8466,3.4021,8.5912,6.2503,13.2258,9.6606,4.7422,,24.5054,,15.0556,22.9829,15.4846,13.8466
ore_ont_4187.owl,790,79337,397136,396325,1417,394902,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.0602,,,10.3999,1.4162,2.3885,1.125,14.1553,3.3542,3.0344,,,,14.2155,,,10.3999
ore_ont_2486.owl,36246,481898,593000,556727,74818,481898,11,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,1.9618,,,13.8535,3.5242,8.9329,6.6934,13.457,9.9959,5.0474,,,,15.418800000000001,,,13.8535
ore_ont_4412.owl,60972,42,822491,761414,127474,633838,102,0,105,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.8613,18.7251,13.5734,14.471,4.4616,4.1296,3.848,19.393,2.5516,2.8715,,,,22.2543,21.2767,16.4449,14.471
ore_ont_16414.owl,1004,86788,464153,463123,1988,461129,6,1,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.0847,,,13.6182,1.6814,2.8414,1.4266,18.4471,3.9515,3.5986,,,,18.5318,,,13.6182
ore_ont_10125.owl,73449,20,964490,891006,142989,747998,19,0,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,3.4109,,,15.9462,5.5112,4.9356,5.046,22.0629,2.9592,3.3243,,,,25.473799999999997,,,15.9462
ore_ont_10568.owl,150591,117925,703248,552540,292530,259852,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,8.981,,,42.5302,3.622,7.9794,3.5909,39.4039,7.784499999999999,6.7222,,,,48.3849,,,42.5302
ore_ont_12128.owl,187519,17,847766,660188,439187,220948,53,0,61,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,7.1363,,,19.8355,4.3548,9.4383,4.2922,21.6658,11.3419,12.2464,,,,28.802100000000003,,,19.8355
ore_ont_6233.owl,29971,176043,399651,369675,193632,176043,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,1345.2577,,0.5934999999999999,,,16.8846,2.9038,16.6344,3.0662000000000003,25.8824,9.1676,9.1268,,1361.8921,,26.4759,,,16.8846
ore_ont_1306.owl,35622,182784,401194,365568,182784,182784,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,1415.6493,,0.6359,,,17.3794,2.9793000000000003,17.3431,3.2763,25.9868,9.2194,9.5893,,1432.9924,,26.6227,,,17.3794
ore_ont_12351.owl,73521,747998,965093,891539,143522,747998,19,0,35,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,3.5069,,,22.6923,6.0329,14.271,11.2624,21.9971,16.6703,8.2651,,,,25.503999999999998,,,22.6923
ore_ont_12567.owl,232086,220948,926550,694386,473357,220948,81,0,81,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,4.1989,,,19.2352,4.6053,12.0048,6.0647,21.1477,16.4774,15.8468,,,,25.346600000000002,,,19.2352
ore_ont_16457.owl,719,122888,660477,659651,1395,658117,139,1,108,3,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.3082,,,27.6915,2.5558,4.2035,2.1513,33.958800000000004,5.8757,4.9224,,,,34.267,,,27.6915
ore_ont_2574.owl,81270,124592,741729,660341,275132,385051,158,0,119,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,,3.4156,6.9353,3.1998,269.3959,8.4232,7.569,,,,,,,
ore_ont_10750.owl,37511,228760,503023,465506,232753,232753,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,0.8104,,,23.2313,3.7822,23.0729,3.9613,34.875,12.3555,12.0847,,,,35.6854,,,23.2313
ore_ont_3914.owl,12437,658369,913041,900585,12567,888012,6,0,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,5.0957,282.6045,195.7396,23.1654,5.7539,11.1579,7.9009,27.4214,18.0863,13.1968,,,,32.5171,300.69079999999997,208.9364,23.1654
ore_ont_1012.owl,37962,232982,537353,499385,262266,237119,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,0.7464,,,24.3254,4.0622,24.8797,4.1281,36.5011,12.7654,13.4621,,,,37.2475,,,24.3254
ore_ont_15280.owl,51949,289206,630365,578412,289206,289206,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,0.9743,,,29.283,4.8639,28.3862,5.1758,42.937,15.0168,14.8665,,,,43.9113,,,29.283
ore_ont_13482.owl,58376,292198,689540,631131,337936,293195,0,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,1.0832,,,30.9672,4.9489,29.2267,5.6594,45.8631,16.0027,14.4779,,,,46.9463,,,30.9672
ore_ont_7192.owl,71033,128215,3196801,3125651,258527,2866966,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,,12.9054,13.5919,5.9902,,33.5975,30.9922,,,,,,,
