Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification
ore_ont_1461.owl,176,23,1101,782,759,23,0,62,83,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0046,0.0928,0.1104,0.0092,0.0703,,0.036
ore_ont_13657.owl,751,0,1685,910,883,0,27,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0038,0.0991,0.1053,0.0053,0.0252,0.0267,0.035
ore_ont_11016.owl,68,109,757,650,227,415,8,10,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0363999999999999,0.2415,,0.0053,0.0786,0.0695,0.0404
ore_ont_5359.owl,360,18,1255,884,855,20,9,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0401,0.7821,0.3271,0.9207,0.9236,1.3194,0.9583
ore_ont_8141.owl,360,18,1255,884,855,20,9,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0388,0.7894,0.3056999999999999,0.916,1.0956,1.1344,0.9553
ore_ont_15682.owl,178,138,896,677,347,321,9,7,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.2227,2.9093,,2.3176,,0.1199
ore_ont_8021.owl,606,0,1454,847,846,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0114,0.0773,0.1501,0.0059,0.0821,0.0644,0.034
ore_ont_11577.owl,268,197,1468,1111,914,197,0,0,89,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0023,0.0567,0.1205,0.0037,0.076,0.0613999999999999,0.0298
ore_ont_14321.owl,180,3,1538,1023,811,10,202,127,209,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0048,0.2754,0.1017,0.0043,0.0695,0.0767,0.0319
ore_ont_14272.owl,762,0,1745,932,885,0,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0072,0.1156,0.1152,0.0136,0.0912,0.0892999999999999,0.0453
ore_ont_8948.owl,342,103,1284,851,480,315,56,22,70,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0045,1.1433,0.1061,0.0058,0.0684,,0.0387
ore_ont_16191.owl,362,103,1282,847,501,315,31,22,52,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0061,1.1749,0.112,0.0061,0.0671,,0.0388
ore_ont_1728.owl,819,0,1862,1042,1042,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0097,0.0989,0.1186,0.0059,0.0228,0.0212,0.0379
ore_ont_13383.owl,369,103,1305,864,518,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.005,1.1854,0.1183,0.0058,0.0671,,0.0393
ore_ont_16115.owl,677,157,1507,830,673,157,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0026,0.0709,0.0864,0.0045,0.0374,0.041,0.0384
ore_ont_5564.owl,371,103,1313,870,524,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0063,1.2046,0.1125,0.006,0.0723,,0.0394
ore_ont_8355.owl,68,189,1015,864,234,562,68,0,83,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0033,0.079,0.0771,0.0031,0.0728,0.0674,0.0284
ore_ont_11554.owl,96,0,1183,902,606,0,296,0,186,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0351,40.9979,0.2351,0.0352,,,0.0623
ore_ont_11694.owl,203,282,1233,987,205,756,26,0,45,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0042,0.0493,0.1136,0.004,0.0432,0.0379,0.044
ore_ont_155.owl,379,82,1243,738,580,121,37,0,128,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0093,0.1905,0.1331,0.0049,0.1103,0.088,0.0361
ore_ont_2901.owl,700,2,1686,969,959,2,8,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,39.9209,29.3545,94.7842,0.2315,,,0.2764
ore_ont_6024.owl,82,0,696,354,354,0,0,7,253,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0033,0.0963,0.1133,0.0033,0.0795,0.0691,0.0258
ore_ont_3726.owl,179,222,1139,925,206,704,11,16,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0032,,0.0939,,0.0377,,0.0266
ore_ont_7278.owl,179,222,1139,925,206,704,11,16,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.003,,0.0948,0.0039,0.0399,,0.0265
ore_ont_3349.owl,747,0,1732,970,964,0,6,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,6.1553,0.1201,28.678,0.0068,0.202,0.1545,0.0395
ore_ont_4898.owl,750,0,1280,501,501,0,0,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1172,0.1035,0.3575,0.0067,0.0358,0.0303,0.042
ore_ont_2488.owl,434,159,1402,899,534,315,50,0,71,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0098,0.6813,0.1577,0.0048,0.0945,0.073,0.039
ore_ont_1756.owl,606,0,1450,843,843,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.017,0.0757,0.1473,0.0058,0.0194,0.0164,0.0346
ore_ont_4032.owl,401,103,1387,911,565,315,31,22,54,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0054,1.2843,0.1255,0.0061,0.0794,,0.0404
ore_ont_3566.owl,170,185,913,722,169,523,30,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0031,0.0419,0.0721,0.0054,0.0441,,0.0316
ore_ont_6999.owl,86,158,1172,921,763,158,0,74,92,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0052,1.0151,0.1183,0.0116,0.0738,0.0604,0.0436
ore_ont_1958.owl,652,179,1692,1022,818,189,15,1,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0735,1.3242,0.6906,0.093,0.5936,0.3624,0.1354
ore_ont_6967.owl,289,1,857,521,490,1,30,21,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0107,0.0993,0.1651,0.0418,0.3184,,0.0727
ore_ont_4671.owl,600,0,1445,843,842,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0180999999999999,0.0779,0.1534,0.0056,0.0461,0.0342,0.0342
ore_ont_10230.owl,24,162,907,819,233,586,0,38,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0034,0.0626,0.1288,0.0034,0.0454,,0.0462
ore_ont_15753.owl,55,41,543,430,195,140,0,40,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,,0.0704,0.0033,,,0.0211
ore_ont_10908.owl,693,18,1886,1110,980,20,110,0,84,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.1796,11.2758,8.558,0.0378,,,0.0683
ore_ont_13898.owl,434,103,1440,934,588,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0064,1.2985,0.1198,0.0066,0.0724,,0.0416
ore_ont_6857.owl,422,103,1456,944,587,315,42,27,64,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0053,1.3965,0.1359,0.0067,0.1006,,0.0412
ore_ont_9864.owl,805,42,1949,1093,962,84,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.01,0.1184,0.1958,0.0158,0.1142,0.0981,0.053
ore_ont_2720.owl,901,0,1950,1049,1049,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0028,0.1025,0.067,0.0061,0.0187,0.0145999999999999,0.0391
ore_ont_12932.owl,270,1224,1745,1475,251,1224,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0065,0.0344,0.1093,0.0038,0.0355,0.0347,0.0405
ore_ont_12831.owl,809,0,1835,1027,1027,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0031,0.098,0.0714,0.0076,0.0197,0.014,0.0389
ore_ont_2195.owl,19,0,1567,1118,1118,0,0,88,342,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0055,0.1327,0.1509,0.0032,0.1351,0.1289,0.0304
ore_ont_15933.owl,814,0,1391,545,545,0,0,0,32,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1288,0.1115,0.4754,0.0077,0.0399,0.0318,0.0444
ore_ont_4983.owl,485,159,1518,961,595,315,51,0,74,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0077,0.7605,0.1618,0.0052,0.1013,0.0803,0.0402
ore_ont_7220.owl,1000,0,2176,1175,1175,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0078,0.116,0.1452,0.0064,0.0218,0.0173,0.0414
ore_ont_13954.owl,138,206,975,821,384,429,8,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.6266,5.9056,,0.1322,2.5259,,0.1904
ore_ont_3352.owl,1292,0,2587,1295,1295,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0044,0.1172,0.1331,0.0068,0.0173,0.0144,0.0442
ore_ont_3010.owl,138,206,1031,877,386,482,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.1571,6.4426,143.85569999999998,0.1605,2.6007,,0.2247
ore_ont_8631.owl,880,18,2091,1145,1048,20,77,0,67,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0608,1.6918,0.5183,0.0103,,,0.0476
ore_ont_1931.owl,124,78,1048,828,534,281,13,22,75,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0045,0.0782,0.1109999999999999,0.0067,0.0895,,0.0407
ore_ont_16821.owl,458,0,1526,1033,1010,0,23,0,36,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0022,0.0625,0.0823,0.006,0.0217,0.0150999999999999,0.037
ore_ont_4827.owl,866,0,2046,1125,1074,0,51,6,50,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0147,0.1692,0.2289,0.0265,0.1447,0.1133,0.0637
ore_ont_9240.owl,904,0,1958,1023,1001,0,22,16,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.093,0.3808,0.7697,0.0192,2.0457,1.8673,0.0532
ore_ont_15413.owl,463,103,1589,1017,642,315,60,27,83,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0063,1.5376,0.1386,0.0068,0.1068,,0.0434
ore_ont_4074.owl,369,0,1137,766,766,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0054,0.0477,0.0673,0.0048,0.0191,0.0143,0.0305
ore_ont_3301.owl,424,124,1557,1036,601,378,57,22,76,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0053,1.7707,0.1308,0.0066,0.0989,,0.044
ore_ont_5220.owl,504,0,2448,1944,516,1428,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0075,0.0588,0.214,0.0047,0.0164,0.0089,0.0462
ore_ont_5324.owl,504,0,2448,1944,516,1428,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0077,0.0584,0.1955,0.0047,0.0134,0.0102,0.0467
ore_ont_6278.owl,451,103,1587,1016,629,315,72,27,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.007,1.4992,0.1504,0.0072,0.1246,,0.0439
ore_ont_4354.owl,452,103,1591,1019,632,315,72,27,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0055,1.5188,0.1377,0.0065,0.1275,,0.0441
ore_ont_15575.owl,480,103,1598,1026,669,315,42,27,66,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0062,1.5765,0.142,0.0072,0.1077,,0.0435
ore_ont_2453.owl,130,414,983,801,291,510,0,0,54,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0123,6.6167,0.208,0.0124,0.5285,0.486,0.2041
ore_ont_10807.owl,820,66,2103,1232,1012,173,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0127,0.1209,0.2105,0.0155,0.1414,0.1057,0.0575
ore_ont_12987.owl,828,0,2076,1247,1246,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0110999999999999,0.1113,0.1918,0.0069,0.1078,0.0771,0.0414
ore_ont_766.owl,735,18,1524,780,744,36,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0026,0.0873999999999999,0.076,0.0077,0.0214,0.0176,0.0352
ore_ont_15516.owl,85,171,970,857,110,733,12,6,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0274
ore_ont_7828.owl,832,96,2129,1246,1018,181,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0093,2.1296,0.2057,0.0159,0.2286,0.1727,0.0603
ore_ont_14981.owl,47,651,1509,1436,107,1315,14,6,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0088,0.0498,0.174,0.0033,0.0334,0.0268,0.0473
ore_ont_5834.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.8271,5.7644,,0.1311,3.7934,,0.193
ore_ont_850.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.8158,5.6617,,0.1432,2.7506,,0.1926
ore_ont_2826.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7942,5.759,195.7468,0.1496,2.4585,,0.1888
ore_ont_10702.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.5336,5.6405,,0.1258,2.8519,,0.1997
ore_ont_3156.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.523,5.4965,87.2662,0.1328,2.9643,,0.1984
ore_ont_8042.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7883,5.9047,,0.1389,3.7476,,0.1929
ore_ont_14334.owl,139,206,1045,889,386,494,9,1,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.415,6.7746,,0.1506,2.5409,,0.2166
ore_ont_16312.owl,1192,0,2540,1343,1339,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0108,0.138,0.3016,0.0066,0.0262,0.0189,0.0447
ore_ont_8429.owl,852,67,2140,1237,1054,136,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0116,0.1225,0.2087,0.014,0.1234,0.0965999999999999,0.0545
ore_ont_1406.owl,1192,0,2540,1343,1339,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0164,0.1387,0.2976,0.0065,0.0274,0.0199999999999999,0.045
ore_ont_4469.owl,131,89,1256,960,736,107,117,26,140,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0053,3.1911,0.1303,0.0125,0.2283,0.172,0.0422
ore_ont_12084.owl,484,103,1659,1084,727,315,42,27,65,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0065,1.4704,0.1524,0.0072,0.0967,,0.0445
ore_ont_6298.owl,121,0,1751,1263,862,0,401,8,360,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.009,182.9349,0.1314,0.0064,0.1594,0.1271,0.0354
ore_ont_2338.owl,385,0,1255,866,866,0,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.005,0.0492,0.0668,0.0051,0.0233,0.0168,0.0315
ore_ont_16425.owl,368,245,1304,936,361,575,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0027,0.0454,0.113,0.0041,0.0373,0.0302,0.0357
ore_ont_8280.owl,85,171,978,864,111,733,12,6,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0277
ore_ont_4400.owl,575,602,1909,1334,732,602,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0035,0.0728,0.1271,0.0054,0.0241,0.019,0.0397
ore_ont_5539.owl,85,171,981,865,114,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0276
ore_ont_15397.owl,607,0,2001,1392,1392,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.003,0.0756,0.0988,0.007,0.0206,0.0157,0.0415
ore_ont_2669.owl,90,171,995,875,122,733,12,6,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0281
ore_ont_15685.owl,760,18,1574,805,769,36,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0019,0.091,0.0756999999999999,0.005,0.0197,0.0169,0.0366
ore_ont_12433.owl,280,0,1135,815,776,0,39,0,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0453,0.1898,0.3434999999999999,0.0537,0.1269,0.1251,0.0834
ore_ont_10906.owl,86,171,988,869,113,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0277
ore_ont_1397.owl,137,206,1037,885,383,494,8,1,15,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.2759,5.366,,0.1246,1.677,,0.1948
ore_ont_8786.owl,137,206,1039,886,383,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.2824,5.5477,,0.1301,3.4515,,0.1984
ore_ont_3978.owl,962,0,1672,678,663,3,12,0,32,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0987,0.1291,0.5478,0.0097,0.0814,0.0732,0.0518
ore_ont_15985.owl,1188,0,2563,1374,1374,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0087,0.1164,0.1576999999999999,0.0069,0.023,0.0169,0.0454
ore_ont_237.owl,87,171,987,869,115,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.028
ore_ont_10133.owl,634,0,1586,951,951,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0182,0.0825,0.1746,0.0055,0.021,0.0153,0.0363
ore_ont_11009.owl,889,0,1524,602,602,0,0,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1581,0.1281,0.573,0.0072,0.0428,0.0359,0.0476
ore_ont_11719.owl,1070,0,2372,1296,1296,0,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0081,0.1268,0.2285,0.0067,0.0302,0.0248,0.0459
ore_ont_457.owl,889,0,1525,603,603,0,0,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1543,0.1246999999999999,0.5709,0.0071,0.0397,0.0349,0.0476
ore_ont_10776.owl,583,0,2370,1786,802,983,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0224,0.0801,0.549,0.0051,0.0767,0.0567,0.0465
ore_ont_4261.owl,1070,0,2372,1296,1296,0,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0107,0.1296,0.2192,0.0073,0.0289,0.0249999999999999,0.046
ore_ont_12764.owl,809,0,2085,1274,1274,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0185,0.1073,0.2556,0.0061,0.0275,0.0206,0.042
ore_ont_5206.owl,85,171,989,871,112,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0275
ore_ont_8396.owl,1025,0,1631,581,581,0,0,0,25,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1015,0.1338,0.454,0.0079,0.0392,0.034,0.0501
ore_ont_15407.owl,891,0,2109,1209,1209,0,0,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2981,0.1121,1.1375,0.0062,0.0404,0.0339,0.0448
ore_ont_13880.owl,88,171,1001,882,129,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16371.owl,805,83,2307,1440,983,392,65,6,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0093,0.1311,,0.0147,0.2678,0.1986,0.0644
ore_ont_8250.owl,272,62,1643,1198,1090,76,30,102,74,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0255,0.4501,0.273,0.0137,0.1376,0.11,
ore_ont_10283.owl,1470,0,2929,1459,1459,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0042,0.1278,0.074,0.0063,0.0219,0.0155,0.0491
ore_ont_3910.owl,483,214,1631,1126,773,337,16,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.205,0.0901,5.5007,0.0059,28.9232,9.9028,0.0446
ore_ont_8187.owl,1314,0,2808,1490,1488,0,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0086,0.1335,0.1439,0.0072,0.0261,0.0207,0.049
ore_ont_1478.owl,121,12,1547,1187,753,51,383,1,239,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0462,323.1287,0.349,0.047,,,0.0906
ore_ont_16157.owl,1134,0,2458,1313,1310,0,3,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0063,0.1371,0.1827,0.0061,0.0283,0.0203999999999999,0.0458
ore_ont_2011.owl,1390,0,2856,1466,1466,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0034,0.1285,0.1057,0.0071,0.0207,0.0193,0.0493
ore_ont_10419.owl,1396,0,2866,1470,1470,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0048,0.1354,0.1079,0.007,0.0218,0.0169,0.0495
ore_ont_8030.owl,635,103,1989,1228,844,315,69,27,100,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0075,1.9633,0.1896,0.0076,0.1366,,0.0492
ore_ont_12955.owl,146,408,1719,1311,370,869,72,79,182,0,OWL2_DL,OWL2_DL,,,0.4688,0.0042,,,0.0507
ore_ont_13646.owl,751,154,2128,1261,950,211,100,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0106,1.0991,0.2295,0.0059,0.1818,0.1566,0.0494
ore_ont_11477.owl,202,263,1347,1121,561,551,9,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.087,14.9192,,0.2619,3.4613,,0.3515
ore_ont_1473.owl,1415,0,3091,1676,1676,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0052,0.1484,0.0876,0.0084,0.0274,0.0215,0.0523
ore_ont_6020.owl,227,603,1566,1233,457,776,0,6,101,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0266999999999999,4.7189000000000005,0.3909,0.0167,13.1094,6.6852,0.0772
ore_ont_13912.owl,32,121,1574,1486,170,1312,4,41,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.1159
ore_ont_10517.owl,905,153,2619,1653,1212,374,67,6,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,8.1236,0.7467999999999999,0.1355,0.3075,0.223,0.216
ore_ont_3262.owl,156,12,1651,1252,812,51,389,1,243,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.084,912.0988,0.6323,0.0776,,,0.1238
ore_ont_2378.owl,1163,0,2849,1684,1684,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0165,0.1447,0.3407,0.0103,0.0412,0.0296999999999999,0.0524
ore_ont_13112.owl,818,809,2446,1628,819,809,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0044,0.0891,0.0982,0.0046,0.0518,0.0434,0.0508
ore_ont_5964.owl,659,193,2170,1424,1129,214,81,8,80,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1109,1.5131,,0.119,0.942,0.578,0.1709
ore_ont_16255.owl,731,159,2184,1337,922,315,100,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0135,1.1558,0.2269,0.0055,0.1745,0.1458,0.0504
ore_ont_13404.owl,238,114,1311,907,730,177,0,0,167,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0037,0.3339,0.1148,0.0065,0.1159,0.0838,0.0405
ore_ont_12009.owl,1153,0,2333,1165,1153,0,12,0,15,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0031,0.1379,0.0793,0.0064,0.0246,0.0218,0.0469
ore_ont_8387.owl,128,515,1641,1505,197,1304,4,3,6,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.0127,0.4458,13.0907,0.0182,2.5082,1.4287,0.1006
ore_ont_5764.owl,897,155,2650,1691,1158,470,63,6,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0596,0.1807,1.0017,0.0482,0.4997,0.5837,0.1202
ore_ont_9857.owl,1494,0,2271,776,776,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0604,0.1588,0.5317,0.0111,0.0397,0.0318,0.0615
ore_ont_5940.owl,695,0,2314,1611,1610,0,1,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0195,0.0892,0.2224,0.0074,0.0717,0.0688,0.0448
ore_ont_7877.owl,272,0,1314,1009,1009,0,0,0,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2749,0.1322,1.4039,0.0374,0.2937,0.1476,0.0745
ore_ont_8399.owl,767,260,2249,1481,1192,289,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,610.9626000000001,9.4536,,0.019,0.2395,0.2181,0.0824
ore_ont_10503.owl,47,67,1460,1323,464,842,17,55,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0068,,,0.0355,,,0.0451
ore_ont_8135.owl,709,0,2344,1627,1626,0,1,0,8,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0173,0.0912999999999999,0.2064,0.0056,0.0221,0.0186999999999999,0.0427
ore_ont_11274.owl,452,0,2070,1615,1615,0,0,0,4,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.004,0.0619,0.1179,0.0061,0.0228,0.0150999999999999,0.0431
ore_ont_9890.owl,628,180,2229,1548,1264,226,58,1,54,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1415,7.4393,0.9459,0.1791,,,0.2432
ore_ont_8050.owl,249,116,1370,948,769,179,0,0,174,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0054,0.3787,0.1209,0.008,0.1228,0.118,0.0421
