Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification
ore_ont_3050.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0565,125.0091,2.5712,0.0533,6.5546,,0.257
ore_ont_12418.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0595,124.2351,2.7283,0.0512,7.6388,,0.2538
ore_ont_3905.owl,3736,1266,11004,6764,4349,1947,468,0,505,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1605,0.7282,3.1315,0.0232,0.9236,0.5673,0.2003
ore_ont_1340.owl,3718,1289,11014,6786,4323,1977,486,0,511,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1644,0.7535,3.0657,0.0241,0.8327,0.5841000000000001,0.2009
ore_ont_11989.owl,3010,1135,10359,6820,4150,2295,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0615,107.0242,2.7122,0.0539,6.1845,,0.2536
ore_ont_12468.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0648,111.1843,2.8291,0.054,6.5543,,0.2554
ore_ont_14452.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0639,114.8514,2.6764,0.0563,6.2496,,0.2535
ore_ont_13674.owl,3005,1152,10388,6851,4150,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0562,131.1934,2.5902,0.0557,6.2947,,0.2498
ore_ont_6111.owl,3897,0,11200,7180,7025,0,155,25,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.4831,5.9371,4.7517,0.1604,,,0.3064
ore_ont_980.owl,3545,1264,10763,6882,4854,1841,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0776999999999999,67.1238,3.4668,0.0396,10.4469,,0.2401
ore_ont_16642.owl,3596,1226,10790,6858,4910,1761,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0768,65.46289999999999,3.2476,0.0394,10.2293,,0.2381
ore_ont_15796.owl,2992,1152,10408,6884,4130,2372,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0614,126.4019,2.6521,0.0535,6.7266,,0.2548
ore_ont_148.owl,3064,1190,10495,6897,4222,2291,384,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0572,130.7278,2.7014,0.0557,6.9743,,0.2552
ore_ont_9896.owl,2393,0,14473,12076,3684,8389,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5695,0.3987,9.4319,0.0151,0.2504,0.2082,0.2143
ore_ont_3771.owl,2231,426,5324,3093,2622,471,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0077,0.2448,0.1409,0.012,0.1165,0.0838,0.1109
ore_ont_8322.owl,3029,1199,10517,6955,4184,2389,382,32,502,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0594,146.7256,2.7937,0.0527,7.1175,,0.2614
ore_ont_14767.owl,3539,1226,10781,6905,4845,1873,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0737,64.9254,3.4462,0.0383,10.3586,,0.2418
ore_ont_891.owl,3539,1226,10783,6907,4845,1875,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756999999999999,65.149,3.6156,0.038,9.83,,0.2405
ore_ont_1970.owl,9987,0,15106,5119,5119,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0295,0.8077,0.4827,0.0384,0.0755,0.0589,0.2456
ore_ont_15692.owl,3535,1226,10825,6954,4839,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0835,66.2141,3.2346,0.041,9.443,,0.245
ore_ont_10892.owl,3535,1226,10826,6955,4840,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0802,66.5527,3.3526,0.0401,10.2596,,0.2433
ore_ont_4423.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0751,66.8724,3.3268,0.0393,10.0135,,0.2435
ore_ont_1062.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761,66.8366,3.396,0.039,10.0871,,0.246
ore_ont_12432.owl,2748,0,8140,4979,4330,0,649,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.7493,10.884,,0.1674,,,0.3315
ore_ont_14367.owl,3008,1220,10650,7111,4152,2584,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0716,231.2829,3.0766,0.0571,7.6431,,0.2711
ore_ont_6483.owl,4393,1285,11642,6929,5099,1518,312,0,321,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1986,0.6524,3.6756,0.0318,0.7276,0.6525,0.2179
ore_ont_12039.owl,3209,1154,10703,6956,4386,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0575,138.0972,2.9852,0.055,6.3186,,0.2636
ore_ont_7569.owl,3554,1226,10857,6966,4864,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0757999999999999,68.1255,3.5336,0.0399,10.6206,,0.2527
ore_ont_8688.owl,3003,1237,10679,7142,4152,2608,382,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0773,241.2704,3.261,0.0545,7.9926,,0.2748
ore_ont_10270.owl,3188,1151,10666,6934,4377,2179,378,33,512,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0567,117.0928,2.9588,0.0549,6.3286,,0.267
ore_ont_2360.owl,3241,1137,10728,6952,4413,2162,377,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0613,118.5449,3.022,0.056,6.3167,,0.265
ore_ont_6892.owl,3227,1137,10721,6958,4419,2162,377,33,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,122.1585,2.8774,0.0525,6.2303,,0.2643
ore_ont_14294.owl,3236,1154,10757,6983,4413,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0626,149.56900000000002,3.1563,0.0567,6.3906,,0.2681
ore_ont_7015.owl,2356,963,15949,13590,2484,11106,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.102,0.2984,3.4665,0.011,0.0617,0.0586,0.2294
ore_ont_13078.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2713,0.4684999999999999,5.5688,0.0118,5.839,4.5409,0.1857
ore_ont_7188.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2675,0.437,5.5264,0.0115,6.3654,5.0534,0.1856
ore_ont_6535.owl,3263,1137,10777,6977,4458,2140,379,32,506,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0572,118.3396,2.9578,0.0575,6.4533,,0.2657
ore_ont_6443.owl,4399,1303,11712,6991,5107,1572,312,0,323,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.2118,0.6597,3.7221,0.0294,0.8069,0.6418,0.2233
ore_ont_15013.owl,3304,6104,14851,11547,5442,6104,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1002,0.4375,7.6605,0.0193,0.6218,0.5255,0.2038
ore_ont_3177.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0196,0.7051000000000001,0.2556,0.0368,0.12,0.0999,0.2321
ore_ont_5792.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0192,0.6656,0.2556,0.0367,0.1141,0.1046,0.2329
ore_ont_12451.owl,3279,23,11290,7787,7456,63,265,8,219,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.5003,,,0.2273
ore_ont_4587.owl,3544,1261,11085,7205,4853,2165,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0833,86.7977,3.7892,0.0384,11.7081,,0.2595
ore_ont_9429.owl,2638,89,12862,10143,9838,232,73,6,77,0,OWL2_DL - OWL2_FULL,OWL2_DL,26.6933,412.9853,93.6995,0.699,,,0.8967
ore_ont_14450.owl,3991,1291,11582,7076,4609,1979,488,0,516,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1842,0.7687999999999999,3.261,0.0246,0.7191,0.6456999999999999,0.2084
ore_ont_16303.owl,4220,151,12996,8622,8248,185,189,0,157,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.2682,1.4091,4.3683,0.0502,2.031,1.7988,0.2253
ore_ont_13336.owl,3731,1543,11471,7226,4338,2402,486,0,515,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1919,0.7522,3.5851,0.0232,0.6708,0.5911,0.2114
ore_ont_12152.owl,3724,1290,11424,7173,4772,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2905,51.4576,4.5127,0.0539,60.9204,40.3032,0.2658
ore_ont_330.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1298,0.286,6.4576,0.0127,0.3379,0.2079,0.2301
ore_ont_3241.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1164,0.2892,6.2929,0.0122,0.2817,0.2063,0.2295
ore_ont_10481.owl,3731,1290,11444,7186,4785,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2916999999999999,51.6378,4.2031,0.0541,65.5881,42.1719,0.2687
ore_ont_15224.owl,3897,0,10859,6951,6951,0,0,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0324,0.3994,0.4943,0.0246,0.0823,0.0579999999999999,0.1688
ore_ont_1555.owl,3555,3628,14372,10793,3589,7204,0,9,15,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.9455,0.4493,,0.0127,0.2954,0.2003,0.1981
ore_ont_16759.owl,3732,1267,11621,7368,4776,2139,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3055,55.8198,4.4641,0.0545,61.2746,43.6532,0.2778
ore_ont_16124.owl,3729,1272,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3091,54.7255,4.4302,0.0543,59.5344,41.3878,0.2756
ore_ont_260.owl,3729,1268,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3126,55.1221,4.4083,0.054,58.2805,44.4408,0.2771
ore_ont_6452.owl,3729,1272,11636,7387,4773,2161,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3104,55.7852,4.4538,0.0544,59.8885,42.6376,0.2774
ore_ont_10242.owl,3724,1290,11673,7422,4770,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3,57.6715,4.2388,0.0546,62.9239,43.455,0.2793
ore_ont_1469.owl,3723,1290,11673,7424,4772,2185,467,0,528,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2941999999999999,56.3412,4.3747,0.0552,61.9428,41.8606,0.2807
ore_ont_11124.owl,2375,7,15622,13212,5112,8085,15,0,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,,1.4323,,0.0389,,73.55300000000001,0.2566
ore_ont_1533.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3021999999999999,57.415,4.5332,0.0542,62.9803,44.9737,0.2822
ore_ont_13621.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3087,56.9567,4.6081,0.0548,63.9102,42.0674,0.2803
ore_ont_14194.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3067,57.9201,4.451,0.0542,64.1671,42.8701,0.282
ore_ont_14551.owl,2757,250,13354,10502,10046,374,82,7,90,0,OWL2_DL - OWL2_FULL,OWL2_DL,9.6743,324.5548,81.021,0.7828,,,1.0089
ore_ont_12043.owl,3740,1286,11710,7442,4797,2177,468,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2986,57.6145,4.5717,0.0552,62.3777,41.7557,0.2813
ore_ont_12219.owl,3743,1292,11716,7446,4792,2187,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3011999999999999,57.628,4.5359,0.0545,63.6668,43.6532,0.2805
ore_ont_7479.owl,3759,1285,11736,7456,4815,2188,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3286,57.2122,4.4226,0.0548,64.7056,46.4411,0.2814
ore_ont_13178.owl,3775,1295,11799,7496,4839,2190,467,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3031999999999999,58.422,4.4529,0.0546,65.9975,44.9213,0.2837
ore_ont_11131.owl,3047,5596,13488,10435,4836,5596,3,0,6,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.5501,0.5245,8.3503,0.0165,0.7984,0.6252,0.1995
ore_ont_4182.owl,1819,6255,12063,10213,2614,7579,20,0,32,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.3844,0.2833,,0.0114,0.612,0.4896,0.1885
ore_ont_11305.owl,3661,346,9590,5793,5216,425,152,9,128,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.2954
ore_ont_1965.owl,3740,1272,11803,7543,4793,2297,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.323,57.4899,4.3834,0.0541,60.7179,45.6908,0.2822
ore_ont_5730.owl,4396,1292,12346,7608,5631,1695,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3984,45.8425,5.5518,0.0643,84.2328,63.5776,0.292
ore_ont_10749.owl,4396,1292,12346,7608,5631,1695,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.42,45.5507,5.1985,0.0647,83.4334,67.5615,0.292
ore_ont_15475.owl,3754,1393,11907,7633,4806,2374,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3215,62.9667,4.9213,0.0542,67.3765,48.9764,0.2874
ore_ont_4363.owl,3726,1308,11872,7618,4777,2374,467,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2930999999999999,58.7003,4.5119,0.0537,70.9048,43.3589,0.2839
ore_ont_8844.owl,4396,1313,12380,7637,5633,1722,282,0,349,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4062,45.2802,5.3180000000000005,0.063,83.285,64.10470000000001,0.2943
ore_ont_14191.owl,4396,1306,12402,7664,5628,1754,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4044,42.0236,5.3444,0.0635,82.2881,60.8462,0.2919
ore_ont_9800.owl,1681,1955,11587,9831,2486,7337,8,34,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.4439,,0.0157,0.7804,0.5718,0.3133
ore_ont_15615.owl,4480,1355,12656,7827,5744,1801,282,0,351,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4386,48.9847,5.8608,0.066,90.117,72.8823,0.3051
ore_ont_5664.owl,4397,1321,12581,7836,5630,1924,282,0,350,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4429,51.3794,5.5286,0.0647,82.7387,67.935,0.3021
ore_ont_4780.owl,4417,1321,12624,7859,5653,1924,282,0,350,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4275,50.962,5.667,0.0639,86.1638,71.88640000000001,0.3006
ore_ont_3839.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0445,0.7202000000000001,0.7536,0.0353,0.2813,0.2053,0.2666
ore_ont_9257.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.041,0.7223,0.7685000000000001,0.0355,0.2612,0.1788,0.2666
ore_ont_10608.owl,2377,8082,14918,12537,4453,8082,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1079,0.3864,6.6692,0.0168,0.4526,0.3557,0.2143
ore_ont_10991.owl,2370,7989,14796,12423,4432,7989,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1045,0.3903,6.8223,0.017,0.246,0.1846,0.2105
ore_ont_14258.owl,1913,3,19299,17382,2598,14780,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.135,0.2881,9.4264,0.0504,0.0693,0.0538,0.2675
ore_ont_13430.owl,1913,3,19299,17382,2598,14780,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1399,0.2768,9.4837,0.0495,0.0654,0.0537,0.2668
ore_ont_3561.owl,113,1804,7556,7404,305,7091,8,10,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,65.0115,7.7221,,0.0063,6.7829,5.2398,0.4787
ore_ont_4578.owl,8747,0,19010,10258,10253,0,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0262,0.7988,0.4489,0.0402,0.1289,0.1099,0.2663
ore_ont_3106.owl,8747,0,19009,10257,10253,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0278,0.8059,0.4602,0.0402,0.1365,0.1129,0.2687
ore_ont_11675.owl,8751,0,19015,10260,10255,0,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0301,0.7898000000000001,0.48,0.0398,0.1327,0.1291,0.2695
ore_ont_7488.owl,1672,10772,14772,13074,2282,10772,20,0,26,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0822,0.2724,6.4514,0.0401,0.2089,0.1948,0.2143
ore_ont_3080.owl,4041,102,10823,6717,6529,111,77,4,62,0,OWL2_DL - OWL2_FULL,OWL2_DL,634.0536999999999,,,8.6641,,,10.231
ore_ont_13124.owl,3779,0,16809,13026,7165,5858,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1683,0.4951,8.3367,0.0232,0.6117,0.5103,0.2346
ore_ont_9020.owl,185,0,10500,10315,10315,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0149,0.0456,0.1092,0.0074,0.4795,0.4968,0.112
ore_ont_10389.owl,8755,0,19525,10769,10768,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.026,0.8199,0.3466,0.046,0.1292,0.1252,0.2792
ore_ont_5841.owl,5703,1466,16745,10788,9109,1480,199,39,215,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2315,1.7282000000000002,8.078899999999999,0.0307,0.3638,0.3358,0.2427
ore_ont_7195.owl,2878,9,19474,16591,5310,11276,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1552,0.458,10.6836,0.022,0.3562,0.2804999999999999,0.2751
ore_ont_8329.owl,2674,0,12722,10044,10042,0,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1127,0.4347,2.0374,0.0193,1.4849,1.2637,0.163
ore_ont_13141.owl,7133,0,13562,6429,6429,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0226,0.5825,0.2581,0.0255,0.0789,0.0587,0.2116
ore_ont_13919.owl,1864,0,18659,16793,2725,14067,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.0885,0.2796,14.9639,0.0114,0.1836,0.1592,0.2649
ore_ont_16453.owl,1867,0,18671,16802,2732,14069,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.0798,0.2797,14.9997,0.0115,0.1919,0.1551,0.2647
ore_ont_13949.owl,2920,9,19893,16968,5421,11542,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1576,0.4503,11.5533,0.0221,0.3564,0.3034,0.2793
ore_ont_10212.owl,220,1920,10465,10223,364,9853,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.5104,0.3111,36.3982,0.0053,,,0.2599
ore_ont_15921.owl,187,3307,8874,8624,385,8234,5,0,64,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1389,0.1004,2.9184,0.0038,0.2533,0.2004,0.1542
ore_ont_10280.owl,11594,0,20166,8572,8572,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0292,0.9518,0.5706,0.0413,0.0961,0.082,0.2937
ore_ont_5492.owl,4366,0,21274,16900,4454,12442,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0803,0.5218,3.5749,0.0189,0.0899,0.08,0.2916
ore_ont_1112.owl,4366,0,21274,16900,4454,12442,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0771,0.5006,3.5102,0.0186,0.0925,0.0699999999999999,0.2901
ore_ont_12665.owl,4366,0,21281,16907,4453,12450,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1004,0.4955,3.3815,0.0188,0.0934,0.0743,0.295
ore_ont_264.owl,6114,0,9251,3132,3132,0,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,12.7739,2.3768,29.2503,0.0611,1.0797,0.9461,0.2997
ore_ont_9881.owl,269,4297,12947,12633,533,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,12.6656,,64.8965,0.0057,365.6635,702.3016,0.5048
ore_ont_9014.owl,3782,5858,16815,13029,7169,5858,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1667,0.4821,8.2116,0.0227,0.4417,0.3559,0.2401
ore_ont_11411.owl,300,4297,13009,12664,564,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,12.6999,,64.0628,0.0062,588.2141,733.6746,0.5044
ore_ont_10197.owl,300,4297,13009,12664,564,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,12.6299,,59.1423,0.0062,444.2471,668.6391,0.5039
ore_ont_2129.owl,5879,0,9017,3133,3133,0,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,14.1657,2.4365,35.2628,0.0638,1.1098,1.0398,0.296
ore_ont_10774.owl,9703,0,21582,11878,11877,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0293,0.9213,0.3941,0.0503,0.1465,0.1381,0.3105
ore_ont_12161.owl,9703,0,21582,11878,11877,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0327,0.9417,0.402,0.0508,0.1732,0.1477,0.3153
ore_ont_6751.owl,9707,0,21587,11880,11879,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.038,0.9077,0.4495,0.0506,0.2001,0.1412,0.3205
ore_ont_12776.owl,7053,0,14101,7047,7047,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,2.861,0.5583,12.92,0.032,0.0844,0.0732,0.2276
ore_ont_11452.owl,9764,0,21702,11937,11936,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0321,0.9083,0.4053,0.0508,0.1653,0.1464,0.3222
ore_ont_9761.owl,2261,0,16966,14701,7831,6868,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.4508,0.3784,7.3233,0.0156,1.0733,0.852,0.2326
ore_ont_236.owl,2261,0,16966,14701,7831,6868,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.447,0.3926,7.5638,0.0153,1.0694,0.8513000000000001,0.2334
ore_ont_11536.owl,9698,0,21946,12249,12249,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0328,0.8987,0.4643,0.0526,0.1568,0.1462,0.3235
ore_ont_9386.owl,777,2379,10923,10120,1092,9016,12,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,0.1392,,0.0062,136.881,,0.1739
ore_ont_5840.owl,5088,0,14667,9168,8726,0,442,0,413,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,37.3187,4.3722,,0.1242,85.3275,61.7418,0.3997
ore_ont_10890.owl,9273,0,22286,13013,13013,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0389,0.9631,0.5598,0.0745,0.2379,0.1982,0.3484
ore_ont_10348.owl,2906,0,14071,11160,11156,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0865,0.5553,2.2995,0.0216,3.3015,2.6212,0.1829
ore_ont_16750.owl,219,2197,11340,11103,367,10730,6,0,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.7809,0.3175,41.9556,0.0058,,,0.3057
ore_ont_2848.owl,2828,8085,17414,14552,6452,8085,15,0,35,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,1.5013,,0.0496,,,0.292
ore_ont_2454.owl,2933,0,14226,11281,11275,0,6,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0854,0.6957,2.1639,0.0209,0.3234,0.2726,0.1856
ore_ont_360.owl,9991,0,20230,10240,10240,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,0.7926,,0.0368,0.1026,0.0829,0.2895
ore_ont_5690.owl,10925,0,16567,5641,5641,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,5.2784,1.1403,26.6682,0.052,0.1271,0.1123,0.3266
ore_ont_7726.owl,7826,0,21321,13494,13494,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1168,0.9812,8.7608,0.0501,0.5081,0.4289,0.3188
ore_ont_950.owl,293,2045,11927,11612,545,11061,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.7635,0.2851,40.5165,0.0065,16.1476,24.5172,0.3334
ore_ont_6862.owl,9751,0,22751,13000,13000,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0314,0.9932,0.4983,0.0591,0.1805,0.1668,0.3285
